Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-01 10:00:00-03:00,116644.4609375,117087.6875,116138.90625,116236.5625,0,0.0,0.0
2021-04-01 11:00:00-03:00,116268.15625,116362.9375,115406.140625,115887.796875,0,0.0,0.0
2021-04-01 12:00:00-03:00,115916.7890625,115972.7265625,115405.71875,115845.109375,0,0.0,0.0
2021-04-01 13:00:00-03:00,115869.96875,115971.640625,115352.109375,115698.7890625,0,0.0,0.0
2021-04-01 14:00:00-03:00,115643.8203125,115767.640625,115288.421875,115657.390625,0,0.0,0.0
2021-04-01 15:00:00-03:00,115634.0078125,115846.4296875,115535.4921875,115696.5078125,0,0.0,0.0
2021-04-01 16:00:00-03:00,115677.40625,115736.328125,114990.5390625,115264.2578125,0,0.0,0.0
2021-04-05 10:00:00-03:00,115262.296875,116902.046875,115262.296875,116720.71875,0,0.0,0.0
2021-04-05 11:00:00-03:00,116735.0390625,117192.953125,116729.3828125,117080.1796875,0,0.0,0.0
2021-04-05 12:00:00-03:00,117021.703125,117207.1875,116937.2421875,117191.328125,0,0.0,0.0
2021-04-05 13:00:00-03:00,117197.34375,117215.75,116545.15625,116875.203125,0,0.0,0.0
2021-04-05 14:00:00-03:00,116876.21875,117177.0625,116713.96875,117049.828125,0,0.0,0.0
2021-04-05 15:00:00-03:00,117054.2109375,117602.15625,116949.3203125,117387.78125,0,0.0,0.0
2021-04-05 16:00:00-03:00,117352.453125,117667.8515625,117225.34375,117563.390625,0,0.0,0.0
2021-04-06 10:00:00-03:00,117519.40625,117833.6796875,117275.5,117610.546875,0,0.0,0.0
2021-04-06 11:00:00-03:00,117607.40625,118136.140625,117175.9765625,118033.40625,0,0.0,0.0
2021-04-06 12:00:00-03:00,118030.8125,118080.40625,117582.328125,117662.453125,0,0.0,0.0
2021-04-06 13:00:00-03:00,117683.09375,118212.6015625,117650.5625,117792.421875,0,0.0,0.0
2021-04-06 14:00:00-03:00,117766.9765625,117774.9765625,117399.6328125,117651.40625,0,0.0,0.0
2021-04-06 15:00:00-03:00,117662.9609375,118001.75,117621.5234375,117726.8125,0,0.0,0.0
2021-04-06 16:00:00-03:00,117715.3515625,117715.3515625,117335.5703125,117417.390625,0,0.0,0.0
2021-04-07 10:00:00-03:00,117498.8671875,118071.0390625,117207.84375,117916.0625,0,0.0,0.0
2021-04-07 11:00:00-03:00,117946.5390625,118038.046875,117529.4375,117584.28125,0,0.0,0.0
2021-04-07 12:00:00-03:00,117582.5078125,117698.6171875,116747.953125,116801.7265625,0,0.0,0.0
2021-04-07 13:00:00-03:00,116918.3984375,117990.0,116889.828125,117947.5,0,0.0,0.0
2021-04-07 14:00:00-03:00,117949.890625,118271.1015625,117869.6171875,118135.453125,0,0.0,0.0
2021-04-07 15:00:00-03:00,118099.3671875,118303.28125,117540.4765625,117540.4765625,0,0.0,0.0
2021-04-07 16:00:00-03:00,117536.40625,117750.796875,117399.171875,117591.6796875,0,0.0,0.0
2021-04-08 10:00:00-03:00,117623.75,118023.6875,117603.1484375,117955.03125,0,0.0,0.0
2021-04-08 11:00:00-03:00,117935.0390625,117935.0390625,117537.0703125,117604.90625,0,0.0,0.0
2021-04-08 12:00:00-03:00,117609.203125,118545.6328125,117486.0078125,118417.2265625,0,0.0,0.0
2021-04-08 13:00:00-03:00,118386.71875,118849.75,118258.8125,118321.4765625,0,0.0,0.0
2021-04-08 14:00:00-03:00,118337.390625,118337.390625,118049.328125,118105.0625,0,0.0,0.0
2021-04-08 15:00:00-03:00,118061.2265625,118485.3515625,117982.78125,118268.7890625,0,0.0,0.0
2021-04-08 16:00:00-03:00,118281.8515625,118511.3671875,118264.1484375,118362.1015625,0,0.0,0.0
2021-04-09 10:00:00-03:00,118312.6328125,118312.6328125,117336.1171875,117775.640625,0,0.0,0.0
2021-04-09 11:00:00-03:00,117806.09375,118226.2734375,117685.3125,118147.703125,0,0.0,0.0
2021-04-09 12:00:00-03:00,118159.8984375,118643.03125,117865.046875,118570.3984375,0,0.0,0.0
2021-04-09 13:00:00-03:00,118549.5078125,118549.5078125,118158.2109375,118444.8203125,0,0.0,0.0
2021-04-09 14:00:00-03:00,118486.859375,118486.859375,117796.390625,117796.390625,0,0.0,0.0
2021-04-09 15:00:00-03:00,117780.1484375,118178.7890625,117503.9375,117848.8671875,0,0.0,0.0
2021-04-09 16:00:00-03:00,117806.3984375,118044.96875,117720.9609375,117882.109375,0,0.0,0.0
2021-04-13 10:00:00-03:00,118809.3515625,118813.0078125,118041.140625,118373.78125,0,0.0,0.0
2021-04-13 11:00:00-03:00,118315.2421875,118845.2578125,118104.0078125,118512.5,0,0.0,0.0
2021-04-13 12:00:00-03:00,118548.3515625,119301.8125,118489.8984375,119291.671875,0,0.0,0.0
2021-04-13 13:00:00-03:00,119280.671875,119438.7265625,119259.03125,119406.359375,0,0.0,0.0
2021-04-13 14:00:00-03:00,119422.8671875,119529.15625,119339.078125,119384.203125,0,0.0,0.0
2021-04-13 15:00:00-03:00,119399.25,119420.078125,119108.171875,119186.90625,0,0.0,0.0
2021-04-13 16:00:00-03:00,119181.703125,119325.1875,119072.28125,119164.1796875,0,0.0,0.0
2021-04-14 10:00:00-03:00,119297.53125,120126.5625,119297.53125,120115.0234375,0,0.0,0.0
2021-04-14 11:00:00-03:00,120103.6796875,120482.03125,120067.7578125,120447.0,0,0.0,0.0
2021-04-14 12:00:00-03:00,120445.109375,120484.171875,120299.953125,120420.2578125,0,0.0,0.0
2021-04-14 13:00:00-03:00,120425.03125,120866.9765625,120309.09375,120866.9765625,0,0.0,0.0
2021-04-14 14:00:00-03:00,120859.9296875,120871.453125,120458.21875,120458.21875,0,0.0,0.0
2021-04-14 15:00:00-03:00,120519.5234375,120524.8203125,120164.1875,120171.9921875,0,0.0,0.0
2021-04-14 16:00:00-03:00,120215.7421875,120453.6484375,120078.4296875,120416.359375,0,0.0,0.0
